text,label,label_name,text_length,text_word_count
got amazing news tracy today final cover chapter wonder feeling rushed seemed didnt enough time,3,anger,147,28
worked thought good reason either feel pity disgusted rarely intrigued class people care talk,3,anger,172,38
really feel bad,0,sadness,22,5
feel important voice knowing people read want say thing think important hope might comfort others,1,joy,180,37
feel angry,3,anger,15,4
chugged big ol beer empty stomach im loopy feeling creative,1,joy,80,17
know karen wouldnt see way addressed thing would open whole miserable worm wouldnt see shes anything wrong wouldnt open hearing feel would turn ugly confrontation hate confrontation,0,sadness,273,52
feel almost virtuous almost though ive rejected tethered material good course still two suitcase full cashmere sweater rainboots,1,joy,166,28
want feel like important,1,joy,33,8
im feeling optimistic third year confident first time ability business owner teacher,1,joy,120,21
ive waited whole life feel blessed im comparing dream way everybodys looking best remembering time like imagination never felt clear know real,2,love,241,47
feel talented good,1,joy,30,7
feel ton love give would love give loyal support person well,2,love,104,24
back working confidence feeling terrific,1,joy,54,9
dont think depression feeling going go away night think start trusting god praying help see alone,1,joy,191,42
feel called delighted,1,joy,42,9
im sure stuff andy feeling annoyed messed chemical,3,anger,101,22
im feeling well let enjoy picture taken field trip,1,joy,75,14
want people feeling delighted shock saw,1,joy,77,17
tired feeling irritable result,3,anger,50,10
also feel transition piece still sweet classy adding touch goth punk rebellious style im falling lately,1,joy,143,27
hating moment feel hateful another person,3,anger,76,15
feel pretty content rel bookmark feel pretty content href http getyourprettyon,1,joy,84,14
feel like im talented enough really deliver line make listener hear,1,joy,88,17
ive saying thing number day feel may optimistic,1,joy,77,16
get good feeling get feeling never never thought clever sticking needle arm song,1,joy,134,30
think even understanding history behind lends explanation projected kind important degree never feel offended people questioning,3,anger,229,43
especially feel way someone thought friend rejected joined clique,0,sadness,104,19
doubt anyone entirely honest thats ok may feel perfect feel happy thats one hell improvement,1,joy,170,34
feeling balance troubled something guiding principle consider choose highest priority,0,sadness,131,23
im feeling defeated negative point today,0,sadness,71,14
wasnt feeling energetic,1,joy,25,4
feel like emotional high much excitment,0,sadness,59,13
feel like there much going nothing resolved revenge even happening,1,joy,93,17
feel little lethargic recount href http en,0,sadness,56,12
left place feeling slightly shaken hard read hear thing,4,fear,85,17
feel president obama really trying make america suck le really dont know enough politics government say actually thing thatll productive,1,joy,186,33
feel weird feel like wan na curse everything bang head onto wall world back focus,4,fear,133,29
give flower time feel make wuss needy,0,sadness,75,18
ive feeling little stressed overwhelmed,0,sadness,50,8
feel nervous hyena,4,fear,29,6
im feeling amazing im answering question new york life good,5,surprise,85,15
heated discussion spouse concerning new house,3,anger,50,7
feel hold somehow ive given time contemplation consolidation curious feeling,5,surprise,125,25
easily wind feeling inadequate look beautiful picture see seems like everyone else thinking,0,sadness,145,28
feel sometimes joyful read scripture prayed done thing thing,1,joy,133,25
feel frustrated lonely hard time think elf regain strength let spend together guy member sure,3,anger,146,29
look flaky streaky please feel free tell,1,joy,51,11
feel dazed unsure world dying young disaster sacrifice many life one swath happen let alone happen frequency great enough make cringe,5,surprise,181,34
feel everything intensely emotional physical distress daily part living disability,0,sadness,109,18
boy tried fool would ok trying show gook boy,3,anger,85,22
feeling bit jaded combination mixed feeling enough sleep many big screen presentation think,0,sadness,121,22
feel like caring le getting thing done actually relishing experience learning mathematics course probably working thing last minute wont let pressure get,2,love,227,42
feeling especially disillusioned unhappy allowing last line make difference especially telling much life changed since fourteen experience altered perception,0,sadness,238,40
hate job feel miserable try focus solve situation,0,sadness,90,21
feel though living world opposite long cold winter sign global warming free speech free long practiced echo chamber political correctness u,3,anger,211,43
wish could feel always lose sight remembering something amazing,1,joy,110,21
hate feeling stupid incompetent,0,sadness,37,6
feel le groggy trouser little looser truthfully would rather reach fruit salad fully packed sandwich going leave feeling uncomfortable rest day,0,sadness,211,40
feel rotten need tell passing cloud ill laughing year,0,sadness,115,25
bitten dog,4,fear,21,6
begun feel irrationally resentful angry towards people,3,anger,68,11
said mixed feeling one hand im glad benny survived hand preposterous,1,joy,130,25
stood kind dumbfounded looking around feeling culture shocked,5,surprise,66,10
could buy want see could recreate recipe order feel superior pretentious kidding,1,joy,114,23
feel urgency introduce reader amazing touching story anna iya erik,5,surprise,93,18
got outside drug took didnt exactly make feel sociable,1,joy,81,17
feel twitchy physically agitated,3,anger,38,6
feel recall fond memory trip spending time family,2,love,69,13
feel disheartened defeated,0,sadness,31,5
feeling grouchy,3,anger,37,9
compare beauty feel unsure begin angel nature,4,fear,78,16
completely understand couldnt actual fireplace seeing painted ruined feel well done set,1,joy,133,24
feel got look sweet nature mom,2,love,60,14
wish way could numb need either feel everything go completely numb,0,sadness,117,24
feel rich today,1,joy,22,5
im feeling today successful,1,joy,33,6
feel pleasant although im keen hour shift ahead,1,joy,73,16
buying clothes made feel uncomfterble accepted,1,joy,74,14
relax heart skip beat feel people emotion get irritated pacing around knowing need feel better,3,anger,164,36
feel distanced ever unimportant shh bah,0,sadness,61,12
feel annoyed way economic job market set,3,anger,69,15
sat plane home feeling positive certain want long time,1,joy,108,24
feel positive focus running rather photo,1,joy,63,12
feel stubborn resistant therapy,3,anger,50,10
bright spot feel burdened initially thought,0,sadness,105,23
feel would messy,0,sadness,28,7
woke feeling grouchy irritable feel settled day remove patio small read school book ended storming house discovering still flush toilet,3,anger,233,45
feel time think look pretty cute,1,joy,50,12
tie make feel unhappy leaving home except miss jim foster lot,0,sadness,93,20
feel kinda violent today,3,anger,26,5
feel morally outraged furious often like,3,anger,60,12
like im feeling generous,1,joy,34,7
feel humiliated ignorance lack ability accommodate,0,sadness,78,14
ill crawl kitchen feeling miserable cook fresh healthy meal,0,sadness,74,13
feel bit ungrateful feel like leaving already get everything taken care laundry packing winter clothes etc,0,sadness,132,24
feel respected seen,1,joy,28,6
child song make smile brought mediterranean love sea feel bone make frightened surprise every day somehow many way,4,fear,227,45
feel like hated everything happened deserve,3,anger,91,19
feel quite disappointed sucked charade,0,sadness,69,12
feeling generous wild crazy went drive steak shake,2,love,99,19
feel people accepted,1,joy,49,10
feel somewhat surprised reading george hobica discussion usa today,5,surprise,78,13
knew wanted frosting decorate cooky write message thinking cream type frosting us butter shortening feeling little hesitant adding fat trans fat le,4,fear,218,40
feel uglier strange deformed awkward looking already felt,4,fear,83,15
im rather confident person understand lot time cant help feel lousy,0,sadness,116,22
feeling pretty lovely yarn im stash busting well bonus,2,love,105,23
feel moment look back splendid weekend,1,joy,59,13
dont enought time get tired made feel unimportant,0,sadness,74,15
know god said stuff yet right beginning feel anxious,4,fear,94,20
make effort ask jason friend question include conversation make feel like considerate person feeling get often,2,love,161,32
feel clever recent comment href http www,1,joy,48,10
im pretty sure feeling inside terrified,4,fear,62,12
feel like supporting yorkshire team never know could surprise packet round ha ha ha,1,joy,110,22
cant believe statement said im already feeling sexually deprived,0,sadness,87,14
help feeling bit apprehensive meantime,4,fear,67,13
feel jersey could bit adventurous wont let take anything away jersey,1,joy,105,21
know feel id like hear intelligent explanation see stand,1,joy,93,20
worried knowing high feeling little paranoid never never type person would think care people think would always focus get needed get life,4,fear,276,59
feel like innocent statement twisted something sinister inaccurate,1,joy,94,15
feel compulsion bludgeon onlooker fabulous want think designer label able acquire,1,joy,139,27
feel thrilled actually got see marvelous home,1,joy,62,12
remember driving home arriving home feeling mournful,0,sadness,63,10
currently feeling rotten sort illness exactly hoped small amount time back home hey ho,0,sadness,136,28
im feeling quite disillusioned weighins,0,sadness,48,7
feel kind website would amazing learning purpose already provide viewer knowledge regarding history paris,1,joy,161,28
dont know feel unsure aout thing especially people,4,fear,66,13
know signifies feeling dangerous secure relaxed guess causing undue stress,3,anger,116,23
feel like going shopping afterward groggy felt like stuffed pig,0,sadness,81,16
always feel slightly embarrassed,0,sadness,34,5
feel longing idea ever even,2,love,66,16
still feel defeated,0,sadness,21,4
feel remembrance strange justin aryiku fall latter category,5,surprise,83,15
start aimless internet search im feeling curious,5,surprise,58,10
thought end minute ago got couch felt hot sore soft yknow fever body feel really tender,2,love,175,39
feeling appreciative,1,joy,31,5
stubborn took getting hurt admit even feel considerate respect,2,love,148,32
never really luck im feeling bit jaded,0,sadness,64,14
feel guilty,0,sadness,16,4
feel like bothered topic reason im sor,3,anger,78,17
back gym doubling class feeling quite well perfect nowhere near earlier year,1,joy,126,26
feel word rich accurate describe texture color payoff,1,joy,69,13
going wake fucking headache like almost every day week going feel needy grabby insecure like almost every day week going mean like almost every day week,0,sadness,234,49
feel strange sitting blogging away amp study,4,fear,68,13
im feeling generous might let bring dog em otherwise animal,1,joy,97,19
really feel regretful hearing shinae got married another man oh really sad really hope alex shinae couple real life perfect,0,sadness,189,38
fan cheering penn state made feel strong sense belonging penn state family,1,joy,105,21
feel dismayed many people get stuck salvation mentality,0,sadness,84,16
cinema sister boyfriend man sitting beside started stroke leg,4,fear,113,24
feel redden manhood insulted demand satisfaction,3,anger,77,13
know fact feel terrified story good could reader actually convince buy book read hate never want read anything,4,fear,249,56
im feeling pretty paranoid trying cover cash protect belonging definitely felt like something shouldnt like money laundering something,4,fear,182,31
feel thrilled share fan lot song inspiring,1,joy,79,16
feel disappointed spent time something differently create interesting composition,0,sadness,112,18
feel quite lucky stumbled upon,1,joy,43,9
feel angry cancer slowly killing dad,3,anger,52,11
hope mine go well moment unfortunately feeling bit resentful aftermath holiday,3,anger,126,23
feel determined ever help people facing challenge part change infrastructure society whole cycle inequality put end,1,joy,195,38
feel creatively inspired,1,joy,26,4
soon start feel like liked miss,2,love,66,16
strong weak knowing would surely improve person something id like know everyone else feel would worthwhile pursuing,1,joy,204,37
feel super good,1,joy,17,4
inspired came away feeling rejuvenated invigorated,1,joy,62,10
still feel emo bouncy butterfly tummy everythings gon na ok kinda email rather feeling shitty emo,1,joy,138,27
dam lake,4,fear,13,4
id fancy feel particularly delicious either,1,joy,52,8
feel dirty,0,sadness,15,4
feel regretful ashamed embarrased evey single thing ive ever done cant think anything im proud,0,sadness,111,21
im feeling jolly time im feeling nao,1,joy,57,12
feel confident think le say day avoid english read french grammar morning,1,joy,128,26
feel fond toward though may realize,2,love,49,10
feel self assured making decision move la try get point directing film,1,joy,118,25
feel loss precious life taken mercilessly abominable side effect happens among u hate,1,joy,134,25
need learn feel much pain suffering,0,sadness,60,13
remember feeling impatient even struggling like time,3,anger,78,14
stop consider meal come time feeling virtuous every time sit eat,1,joy,137,30
feel year told intelligent,1,joy,51,12
intensely conscious much cash left gas food envelope still intended save next week help feel stressed scared,0,sadness,183,38
woke morning text mr c declaring walking work typed mile therefore feeling virtuous,1,joy,128,26
climbed day awful hump feel fabulous,1,joy,58,12
continued feel way next couple week convinced take pregnancy test sure,1,joy,126,25
going happy today going enjoy feeling excited life joyful eager knowing empowered,1,joy,110,21
feel retrospect ability think back history stuff mile upon mile newsprint carried feature article impressed impacted readership way intended,5,surprise,221,40
used let feeling rejected guy,0,sadness,56,12
feel blessed grateful could let go something painful one hand open something even amazing,1,joy,149,30
remember feel like fan perspective lived chicago michael jordan chicago bull era still fond memory day today belongs celtic tip cap,2,love,233,45
happy see hopefully good job help feel little greedy,3,anger,96,23
feel joyful inside,1,joy,20,4
feel pull gravity temperature sun air smell earth air feel pleasant tug muscle,1,joy,135,29
love way feel love permanence love nostalgic feeling key fingertip,2,love,102,20
would feel sometimes still feel longing desire come closer feel old oak tree walk old trail listen quiet smell wild bush,2,love,156,31
im sure anyone who seen someone close go process feel entirely useless situation able take away trouble ailment,0,sadness,166,30
know sound really recycled generic actually feel love sing would love make living im going school know card talented people world make music business,1,joy,280,58
feel pretty cool wife coworkers showed design pinterest said husband designer,1,joy,122,23
tired feeling helpless wanted take control situation,0,sadness,75,14
im feeling overwhelmed,5,surprise,22,3
lost close friend,0,sadness,21,5
leave feeling challenged eager study word looking holy spirit give another experience confused happend confused scripture,1,joy,190,33
visited finland couple week ago albeit wonderful extremely refreshing back hometown first time four week spending day begun feel slightly homesick homesick tallinn,0,sadness,243,45
feel need pimp since raini beloved rocky casting director love much,2,love,91,18
promised wont enter anymore giveaway feel greedy couldnt resist one,3,anger,105,19
im excited feeling scared,4,fear,36,7
hate feel devastated much unhealthy habit suppressing feeling,0,sadness,94,18
need hold hug like love really love quiet sit stop something stupid cant parent co know id run cant run people feel rude,3,anger,235,54
feel happy time saw,1,joy,37,9
always feel horny nowadays,2,love,28,5
woke yesterday morning wondering hurt mommy feeling horrible feeling stomach horrible chest pain,0,sadness,144,26
want feel emotional pain,0,sadness,33,7
trouble focusing feeling throughout day know suffering know mom suffering whole way,0,sadness,153,32
im feeling little apprehensive feel like im suddenly way old compared mental age,4,fear,120,23
feel ugly fellow human,0,sadness,31,7
feel utterly humiliated time humbled goodness heart,0,sadness,86,17
also feel devoted profession get ever annoyed see thing would adversely bring adverse publicity profession like hearnsays ill informed patient medium ignorant politician making use health care tool boost publicity,2,love,295,51
walked away weekend feeling simply dirty like done something really harmful feeling anything overpowers feeble attempt justify action last weekend,0,sadness,201,34
baht usd feeling satisfied little spent,1,joy,66,13
im feeling really good,1,joy,31,6
never made first step guy alway faster situation making feel unsure elusively shy,4,fear,142,27
feel like really sure everything leading look like boob misrepresent thing,1,joy,109,23
thrilled outcome feeling crappy even celebrate started feeling better mainly seems occurred increased dosage thyroid replacement hormone supplemental estrogen,0,sadness,254,43
go see flag flying turkish school feel proud,1,joy,71,16
head family looking feel worthless nothing,0,sadness,108,25
feel really optimistic,1,joy,30,5
know wanted lead race feeling well early,1,joy,100,24
feel weird,4,fear,24,6
im feeling homesick,0,sadness,27,5
succumbed dreaded commuter virus feel altogether little bit rotten,0,sadness,86,15
look sweet little face cry mama wanting hold love feel horribly awful frustrated,0,sadness,151,31
feel sorry,0,sadness,23,6
see feel knew could get angry putting key lock want punch someone face every single time put key lock know must keep going,3,anger,184,44
motivated learn lesson history otherwise feel doomed repeat mistake,0,sadness,128,24
give blogging still feel want make post useful reader,1,joy,97,22
feel shocked never expected would happen,5,surprise,65,13
feel bit reluctant write,4,fear,36,8
feel like ungrateful ingrate bastard confess momentarily lost appreciation life,0,sadness,112,20
get nothing really want feel like someone like stubborn sister,3,anger,104,23
dont recall yet vividly recall looking said think looking back feeling sympathetic maybe empathetic better word course needed space,2,love,206,41
already feel atmosphere around seems dangerous,3,anger,55,9
feel seeing sweeney todd disturbed disgusted better description,0,sadness,80,12
feel little suspicious,4,fear,26,5
im still sure reilly feel need weird,5,surprise,58,13
want say front embarrassed feeling come mouth dumb say im love know dont like front eye im pretty like think mind thats reason dont love right,0,sadness,263,57
never cease feel amused single facial expression power modifying student behavior,1,joy,115,21
im biannual mammogram although know hurt im feeling unusually apprehensive,4,fear,111,19
would feel even clever actually intended,1,joy,64,13
know feel talk like ppl ladder vain amp shallow amp bla bla bla,0,sadness,125,28
would hate feel unwelcome,0,sadness,30,6
feel gentle stare feel love,2,love,43,9
hate helpless make feel get stubborn stop taking im fine im im stubborn cant make start really bad episode scare taking cycle start back,3,anger,274,57
feel calm comfortable wearing neutral color,1,joy,63,11
im feeling generous today here link,1,joy,40,7
feel vaguely frustrated extent thought cycling invade space mind,3,anger,97,17
feeling bit overwhelmed tired anxious etc,5,surprise,48,9
wish could people feel supporting time,2,love,105,23
feel tranquil content,1,joy,27,5
fell asleep feeling contented ultimately driven back room,1,joy,73,13
know tote feel like valued equal person coworkers theyre laughing shutting woman,1,joy,111,21
recall feeling welcomed returned woodstock month later white thanksgiving,1,joy,102,18
feel frightened wan na run wan na call hit lightning stand falling apart see veil across heart always one first last,4,fear,237,53
generally pretty happy positive person time nerve kick feeling quite happy smiley,1,joy,136,27
admit feeling sympathy dignified defiant,1,joy,62,11
know awful game see result feel crappy overall,0,sadness,96,22
feel sure could developed thrilling piece theatre,1,joy,67,13
im really bashing gw hobby people try hard focus subject feel passionate want spend time right,2,love,161,34
feel karma punished know meaning contentment img src http www,0,sadness,94,19
knelt front close enough feel gentle breath move speak yet need eye shared mutual understanding communicated word pure silence felt peace,2,love,222,44
feel like there nothing life empty,0,sadness,43,9
remember feeling paranoid,4,fear,27,4
feel overwhelmed,4,fear,21,4
still way go much closer finish line start line feel amazing,1,joy,110,25
still feel heartbroken alot,0,sadness,34,6
feel shitty emotional helpless,0,sadness,45,8
feel like falling love part amazed make family much better tell advocate,5,surprise,126,26
understand feeling alone lonely like may never really known,0,sadness,72,13
feel angry resentful need remind day sober made possible fellowship support way,3,anger,145,29
behave way going maybe acted think guess matter perception happens feel devastated,0,sadness,208,46
im outcast always feeling fake sense belonging,0,sadness,60,11
ive stayed trendier hotel north america tendency feel cool unfriendly,1,joy,111,22
feel passionate,2,love,28,5
ive feeling little overwhelmed whole thing lately somehow small step finding lecture helped bit,4,fear,151,28
starting menopause constantly suffer mood swing temper flood tear unable sit long period concentrate feel constantly weepy edge feel unable cope day task ordinary life,0,sadness,225,40
feel utterly useless mother dont know,0,sadness,70,15
way le uptight second time around still feel awkward baring potential making anyone else feel uncomfortable,0,sadness,156,29
feel like im losing motivation since scale unkind lately get attitude possibly throw away everything ive worked,3,anger,167,32
im feeling holly jolly,1,joy,36,7
headed fully expecting sold age ago would find staggering back upstairs without feeling bitter twisted disappointed least allocated penny still lurking bank account,3,anger,262,46
help feeling weird opening every closet apartment somebody still living,4,fear,116,24
im feeling stupid,0,sadness,17,3
responsible would feel terribly dismayed lack caring towards job lately really irresponsible regard shit job dont even feel like im letting anyone,0,sadness,204,39
want avoid feeling terrified,4,fear,33,6
feel depressed nearly time,0,sadness,36,7
still feel stressed,3,anger,21,4
feel vain,0,sadness,11,3
depression thing started getting better today felt bad know feeling pit heart worthless failure,0,sadness,156,30
woke feeling cranky morning,3,anger,37,7
went bit auster binge remember feeling particularly fond mr vertigo boy learns fly,2,love,139,29
started feeling shaky hungry,4,fear,30,5
feel like life affectionate older sibling,2,love,49,9
feeling amazed see god new friend amazing get run hide dark room unless joining,5,surprise,171,39
woke pounding headache sore throat top fatigue nausea feel utterly miserable,0,sadness,115,23
feel resentful hateful downright furious,3,anger,64,11
know made thing sound bleak last paragraph moment like feel happy life lead point,1,joy,154,33
feel apology sincere couldnt help feeling bit unhappy happened,1,joy,102,19
powerless life thing left feeling abused unhappy generally discontent miserable stuck,0,sadness,130,23
blue try imagine smile even though tear pour feel loved,2,love,83,19
feel horrible,0,sadness,33,7
crushed think suicide ever ever give kid fight prove psychotic behavior everyone noconscience feel joy hurt prevail,0,sadness,200,41
good conscience encourage young kid read stuff someone feel vile matter good,3,anger,118,24
feeling bit jolly today work,1,joy,39,9
feel bad creature,0,sadness,27,6
feel like nothing successful helpless feeling super sucky counterproductive,1,joy,118,20
feel passionate student choice reading job encourage love reading,1,joy,120,23
happy feel loved,2,love,30,7
feel impatient much thanks nic know calm,3,anger,72,16
think missy abandon project together due feeling like enough time somehow convinced come finish last song needed enough material full length,1,joy,228,45
wont face obstacle feel like stressed mess worse mommy failure,0,sadness,86,17
feel gentle let go much,2,love,44,12
im feeling irritable sick,3,anger,29,5
feel lame use color pencil color pokemon,0,sadness,55,12
didnt feel isolated world last year holiday,0,sadness,75,15
know somewhat strange feel cat unhappy making kind sad,0,sadness,111,25
advanced boldly feeling adventurous thus everyone often warned,1,joy,98,16
im time feel perfectly content,1,joy,53,11
ive reading blog year feel like shes faithful reader,1,joy,89,18
feel kind entertained,1,joy,31,6
would give feeling fucked feel neutral,3,anger,46,9
feel mellow get worked anything,1,joy,49,10
im feeling jaded right,0,sadness,29,6
hear loud clear important issue grand scheme thing cant help feel petty,3,anger,142,31
feel honored part team attending launch definitely eye opener something new,1,joy,133,27
feel lame even saying,0,sadness,26,6
woke feeling rather devastated,0,sadness,35,6
feel like always stressed worried upset something,0,sadness,64,12
feel angered make feel like somewhat liar,3,anger,63,13
feel loved href http www,2,love,39,10
caught thug aged,4,fear,39,8
feel fearful sensitive non confrontational driven girl thrive executive corporate world,4,fear,119,20
would also feel threatened ease private information could permeate system,4,fear,97,16
feel stressed venture photograph nature form lift spirit,0,sadness,87,17
know im speaking feel like becoming stupid day,0,sadness,102,23
feel really emotionally drained,0,sadness,38,6
could feel going happen end still startled,4,fear,78,17
feel im doomed fail upcoming global regent,0,sadness,61,13
planted tree feeling virtuous hot thirsty,1,joy,71,13
feel pained thinking,0,sadness,36,7
usually doubt self point feel amazing housewife motor day list thing tell theyre husband day work home,5,surprise,214,46
feel like liked time feel let,2,love,59,15
understand unbearable feel like worthless shit time,0,sadness,77,15
accepted apology feel like remorseful treated,0,sadness,80,16
feel hated feel angry feel sad feel like im going abandoned feel angry abandoned someone reality one age expect neither party abandoned,3,anger,201,41
feel lot life live delicate balance clean utter mess,2,love,81,19
feeling curious sense relief lightness never thought possible back sex seemed desirable desire ultimate act self validation,5,surprise,177,33
feel heartbroken reason strong enough say finished,0,sadness,85,17
feel bore restless,4,fear,24,5
wrong ridiculous feel pissed,3,anger,36,7
know eternally torned feel helpless useless,0,sadness,77,15
feel however least successful look one upon reflection would change,1,joy,105,20
feel glad home find much changed yet nothing really changed,1,joy,92,20
hope nathan haley fan droop result feel theyll terribly glad result,1,joy,109,23
could feel lively compared noisy though dead atmosphere life hill,1,joy,100,20
take thing personally feel wronged even little memory stay,3,anger,83,15
called animesh told feeling supportive,2,love,60,11
feel rather sympathetic,2,love,25,4
im feeling contented typing,1,joy,39,7
left office feeling relieved,1,joy,37,7
get feel virtuous something like whip cloth napkin reusable shopping bag,1,joy,101,20
grit teeth shook head spent next minute feeling irritated,3,anger,74,14
feel afraid stop shoulding,4,fear,65,12
know feel repressed prisoner guideline lds church,0,sadness,85,18
feel like last time break lousy boyfriend im practice like junk,0,sadness,107,25
feeling lonely isolated lately,0,sadness,46,8
didnt feel alarmed moreso feeling total welcome,4,fear,54,10
like feel respected guy abused,1,joy,53,13
feel amazed seeing chiangmai,5,surprise,33,6
day got know would get shared dwelling boyfriend parent place getting little crowded growing bother wanting room first felt doubt,1,joy,188,37
restrain emotion asked asked su wen laugh said see u smiling side maybe feeling sincere concern su wen right,1,joy,152,32
feel passionate thing,1,joy,39,7
went movie date,1,joy,27,7
never worry repay feel burdened afford something always manage understand fun despite broke lot time,0,sadness,188,36
feeling rather low day matter one care,0,sadness,74,16
help think oakwood must feel unwelcome campus,0,sadness,69,14
feel bit afraid thin thin would like know elevated thyroid hormone eat le movement improve metabolism drug still normal range within distressed end hyperthyroidism thin really healthy thin,4,fear,285,54
feel lot jaded fan rating based seen heard played,0,sadness,91,22
feel ecstatic feel hyper,1,joy,28,6
got cab train station feeling firstly quite convinced definitely method madness flat planet first thought visited day secondly one scariest telephone interview ever conducted,1,joy,287,54
hooked girl kitwe beautiful standard,1,joy,69,14
hold day arm feel numb paralysed,0,sadness,55,13
sorry amma made feel bad honest,0,sadness,61,15
feel absolutely elegant white coat cheaper version worried getting dirty,1,joy,119,24
feeling canada find prince charming,1,joy,75,16
feel alone time happened,0,sadness,58,13
met really cute girl feel kind fond today normally girl really complex around,2,love,138,30
feel daddy appreciative grateful u given circumstance taking care release final resting place,1,joy,139,25
drank lot got hand sort drug pain im feeling today blamed lack sleep hour spent walking around atlanta,0,sadness,169,37
im already feeling loved today even noon,2,love,57,11
wondered inside initial warmth felt poignant piercing penetrating feeling despite figment computer suspiciously felt pleasant,1,joy,180,29
feel bit optimistic day,1,joy,33,7
feel pretty shy right dont know,4,fear,47,11
tried sometimes spend time make feel le miserable school usually offer thrown back face,0,sadness,143,28
use small p size amount p im feeling generous massage milk skin little section feel area need apply,2,love,163,36
feel disgusted jealousy stop taking example offensive,3,anger,77,13
live amorphous lifestyle le subjected feeling feel fantastic back rhythm working full time,1,joy,158,31
liked family feeling character thought ryder hope could passionate,2,love,106,19
miss yall miss comment feedback feel little resentful id shut due bad apple folk dont understood much might baffled well life,3,anger,206,43
feel reassured tone understand big shock adjustment everyone,1,joy,105,21
feeling follow sweet luke around everywhere go,2,love,86,17
dont know ever cheated looked like cause known year appear life around time make feel mad,3,anger,163,37
im professor look like spitball friend dying cry pillow night feel dangerous tickle jealousy luring lair,3,anger,203,39
feel loss beloved dog chewie,2,love,47,10
feel sad,0,sadness,18,5
feeling bit annoyed didnt really affect much,3,anger,67,14
also feel longing country remember childhood around gunong ledang mountain started series called puteri gunong ledang evoking legend memory jungle fairy still live mind,2,love,235,43
know later read ill feel regretful ive posted thing ill mad self,0,sadness,101,22
feeling happy thank,1,joy,28,6
feel like parent one think acceptable dont know want life dont feel need,1,joy,147,34
admit feeling pretty horny nicole,2,love,49,10
feel burdened goal,0,sadness,27,6
used around grandeur found feeling intimidated,4,fear,88,16
feel need something productive day stress exam made feel like dont goal im working towards make sense,1,joy,183,38
moved little flat london struggling look made feel really useless,0,sadness,119,24
legitimately feel le intelligent end day worthless stupid like feel sitting michael bay movie,1,joy,164,31
feeling somehow week go quickly splendid wouldnt way two favorite men await end week ryan andrew bird course,1,joy,200,41
feel groggy like sleep morning,0,sadness,61,14
im feeling guilty helpless hopeless,0,sadness,42,7
good morning gym done zumba class followed half hour swim course cycled feeling virtuous,1,joy,176,39
im quite sure treated well entire time got distinct feeling wasnt impressed,5,surprise,130,26
thought peer lacking month year vote feeling hopeless watch news every click refresh button last night,0,sadness,157,32
feel like liked hair much better using sulfate free brand believe using reputable brand,2,love,122,26
find geocentric feel sure get enough,1,joy,72,17
admit feeling bitterly surprised rapidly thrown towel,5,surprise,82,15
feel unimportant suck,0,sadness,30,6
suppose moment feeling vulnerable together laughed lot felt alive,4,fear,104,20
remember frequently feeling surprised statistic population hsps given almost never came across anyone hsp,5,surprise,148,26
feel like highschool making unhappy,0,sadness,43,8
want feel happy,1,joy,20,5
feel like last week im loving wednesday post yesterday,2,love,73,14
feel quite disturbed whole thing top im feeling shame,0,sadness,79,16
started sewing garment feel like many popular clothing brand cheaply made,1,joy,94,17
decided see could locate margaret jeff feel longing know,2,love,92,21
feel truly blessed opportunity teach child watch grow,1,joy,87,16
know someone get engaged made feel like supporting marrying someone doesnt always treat well,1,joy,141,26
found feeling angry,3,anger,31,6
feel excited made time blog,1,joy,49,11
feel blessed able see anything,1,joy,59,14
feel unwelcome guest beginning take hold retreat pray moment,0,sadness,106,22
also posting trying work writing want student feel passionate,1,joy,109,22
feel useless im stuck situation,0,sadness,51,10
im typing im blowing nose feeling extremely cranky,3,anger,70,13
feel comfortable,1,joy,26,5
didnt feel glamorous,1,joy,29,6
first anatomy lesson,3,anger,20,3
feel inside creative person seems gone,1,joy,58,12
chat parent great friendship come yet nice feel friendly term people see school event around neighborhood,1,joy,185,37
hear still cool several time day make feel cool,1,joy,71,16
make feel valued included even see often one superpower,1,joy,108,23
im feeling ok say il tough time pretty unpleasant,1,joy,73,16
remember year ago yesterday feeling unsure scared future held,4,fear,87,17
think woman around felt angst rosa feel deal death beloved aunt chasm father,2,love,158,34
feel innocent easily getting emotional silly thing,1,joy,73,14
feel reassured comforted seeing oncologist every three month surgeon every six month,1,joy,117,21
feel must violent dream snap awake difficult dream mother representing anyone everyone self violence universal beautiful metaphor,3,anger,196,35
im starting feel content talking,1,joy,54,10
could bottle feeling weight loss strategy id rich,1,joy,64,13
think blogging good way writing etries short feel burdened amount writing,0,sadness,150,32
im feeling exhausted,0,sadness,20,3
always seem kind life upheaval additional work stress make hard feel thrilled upcoming holiday,1,joy,138,25
hope keep handing book mormon feel impressed give,5,surprise,87,18
feel intimidated question,4,fear,35,6
feel like im rotten empty inside,0,sadness,38,8
feeling shaky tired feel like go long run without eating come home really wanting banana gatorade,4,fear,148,32
feel stupid overly awkward le,0,sadness,49,10
feel useless utterly worthless,0,sadness,44,8
feel uncontrollably agitated idea,4,fear,53,10
want able someone stop whim feel ashamed half inch dust shelf tv stand,0,sadness,140,33
feel like getting married romantic fun,2,love,65,13
kept thinking right mindset put enough effort pushing away feeling would afraid,4,fear,128,26
feel though satan doesnt want one im going much determined get,1,joy,109,23
mixed feeling book least look significantly superior movie,1,joy,95,17
